CUPS;Fecha;Hora;Consumo_KWh;Metodo_obtencion
ESXXXXXXXXXXXXXXXXXXXX;14/04/2023;24;0.187;R
ESXXXXXXXXXXXXXXXXXXXX;15/04/2023;1;0.07;R
ESXXXXXXXXXXXXXXXXXXXX;15/04/2023;2;0.057;R
ESXXXXXXXXXXXXXXXXXXXX;15/04/2023;3;0.077;R
ESXXXXXXXXXXXXXXXXXXXX;15/04/2023;4;0.181;R
ESXXXXXXXXXXXXXXXXXXXX;15/04/2023;5;0.034;R
ESXXXXXXXXXXXXXXXXXXXX;15/04/2023;6;0.406;R
ESXXXXXXXXXXXXXXXXXXXX;15/04/2023;7;0.406;R
ESXXXXXXXXXXXXXXXXXXXX;15/04/2023;8;0.316;R
ESXXXXXXXXXXXXXXXXXXXX;15/04/2023;9;0.436;R
ESXXXXXXXXXXXXXXXXXXXX;15/04/2023;10;0.362;R
ESXXXXXXXXXXXXXXXXXXXX;15/04/2023;11;0.456;R
ESXXXXXXXXXXXXXXXXXXXX;15/04/2023;12;0.304;R
ESXXXXXXXXXXXXXXXXXXXX;15/04/2023;13;0.136;R
ESXXXXXXXXXXXXXXXXXXXX;15/04/2023;14;0.286;R
ESXXXXXXXXXXXXXXXXXXXX;15/04/2023;15;0.151;R
ESXXXXXXXXXXXXXXXXXXXX;15/04/2023;16;0.243;R
ESXXXXXXXXXXXXXXXXXXXX;15/04/2023;17;0.203;R
ESXXXXXXXXXXXXXXXXXXXX;15/04/2023;18;0.481;R
ESXXXXXXXXXXXXXXXXXXXX;15/04/2023;19;0.467;R
ESXXXXXXXXXXXXXXXXXXXX;15/04/2023;20;0.251;R
ESXXXXXXXXXXXXXXXXXXXX;15/04/2023;21;0.1;R
ESXXXXXXXXXXXXXXXXXXXX;15/04/2023;22;0.313;R
ESXXXXXXXXXXXXXXXXXXXX;15/04/2023;23;0.495;R
ESXXXXXXXXXXXXXXXXXXXX;15/04/2023;24;0.103;R
ESXXXXXXXXXXXXXXXXXXXX;16/04/2023;1;0.186;R
ESXXXXXXXXXXXXXXXXXXXX;16/04/2023;2;0.45;R
ESXXXXXXXXXXXXXXXXXXXX;16/04/2023;3;0.373;R
ESXXXXXXXXXXXXXXXXXXXX;16/04/2023;4;0.069;R
ESXXXXXXXXXXXXXXXXXXXX;16/04/2023;5;0.205;R
ESXXXXXXXXXXXXXXXXXXXX;16/04/2023;6;0.065;R
ESXXXXXXXXXXXXXXXXXXXX;16/04/2023;7;0.459;R
ESXXXXXXXXXXXXXXXXXXXX;16/04/2023;8;0.324;R
ESXXXXXXXXXXXXXXXXXXXX;16/04/2023;9;0.297;R
ESXXXXXXXXXXXXXXXXXXXX;16/04/2023;10;0.058;R
ESXXXXXXXXXXXXXXXXXXXX;16/04/2023;11;0.102;R
ESXXXXXXXXXXXXXXXXXXXX;16/04/2023;12;0.256;R
ESXXXXXXXXXXXXXXXXXXXX;16/04/2023;13;0.332;R
ESXXXXXXXXXXXXXXXXXXXX;16/04/2023;14;0.028;R
ESXXXXXXXXXXXXXXXXXXXX;16/04/2023;15;0.484;R
ESXXXXXXXXXXXXXXXXXXXX;16/04/2023;16;0.196;R
ESXXXXXXXXXXXXXXXXXXXX;16/04/2023;17;0.035;R
ESXXXXXXXXXXXXXXXXXXXX;16/04/2023;18;0.069;R
ESXXXXXXXXXXXXXXXXXXXX;16/04/2023;19;0.198;R
ESXXXXXXXXXXXXXXXXXXXX;16/04/2023;20;0.354;R
ESXXXXXXXXXXXXXXXXXXXX;16/04/2023;21;0.147;R
ESXXXXXXXXXXXXXXXXXXXX;16/04/2023;22;0.481;R
ESXXXXXXXXXXXXXXXXXXXX;16/04/2023;23;0.334;R
ESXXXXXXXXXXXXXXXXXXXX;16/04/2023;24;0.157;R
ESXXXXXXXXXXXXXXXXXXXX;17/04/2023;1;0.178;R
ESXXXXXXXXXXXXXXXXXXXX;17/04/2023;2;0.418;R
ESXXXXXXXXXXXXXXXXXXXX;17/04/2023;3;0.226;R
ESXXXXXXXXXXXXXXXXXXXX;17/04/2023;4;0.281;R
ESXXXXXXXXXXXXXXXXXXXX;17/04/2023;5;0.483;R
ESXXXXXXXXXXXXXXXXXXXX;17/04/2023;6;0.284;R
ESXXXXXXXXXXXXXXXXXXXX;17/04/2023;7;0.341;R
ESXXXXXXXXXXXXXXXXXXXX;17/04/2023;8;0.306;R
ESXXXXXXXXXXXXXXXXXXXX;17/04/2023;9;0.206;R
ESXXXXXXXXXXXXXXXXXXXX;17/04/2023;10;0.08;R
ESXXXXXXXXXXXXXXXXXXXX;17/04/2023;11;0.49;R
ESXXXXXXXXXXXXXXXXXXXX;17/04/2023;12;0.303;R
ESXXXXXXXXXXXXXXXXXXXX;17/04/2023;13;0.382;R
ESXXXXXXXXXXXXXXXXXXXX;17/04/2023;14;0.167;R
ESXXXXXXXXXXXXXXXXXXXX;17/04/2023;15;0.362;R
ESXXXXXXXXXXXXXXXXXXXX;17/04/2023;16;0.213;R
ESXXXXXXXXXXXXXXXXXXXX;17/04/2023;17;0.237;R
ESXXXXXXXXXXXXXXXXXXXX;17/04/2023;18;0.401;R
ESXXXXXXXXXXXXXXXXXXXX;17/04/2023;19;0.149;R
ESXXXXXXXXXXXXXXXXXXXX;17/04/2023;20;0.453;R
ESXXXXXXXXXXXXXXXXXXXX;17/04/2023;21;0.25;R
ESXXXXXXXXXXXXXXXXXXXX;17/04/2023;22;0.113;R
ESXXXXXXXXXXXXXXXXXXXX;17/04/2023;23;0.289;R
ESXXXXXXXXXXXXXXXXXXXX;17/04/2023;24;0.304;R
ESXXXXXXXXXXXXXXXXXXXX;18/04/2023;1;0.348;R
ESXXXXXXXXXXXXXXXXXXXX;18/04/2023;2;0.231;R
ESXXXXXXXXXXXXXXXXXXXX;18/04/2023;3;0.471;R
ESXXXXXXXXXXXXXXXXXXXX;18/04/2023;4;0.429;R
ESXXXXXXXXXXXXXXXXXXXX;18/04/2023;5;0.158;R
ESXXXXXXXXXXXXXXXXXXXX;18/04/2023;6;0.497;R
ESXXXXXXXXXXXXXXXXXXXX;18/04/2023;7;0.349;R
ESXXXXXXXXXXXXXXXXXXXX;18/04/2023;8;0.15;R
ESXXXXXXXXXXXXXXXXXXXX;18/04/2023;9;0.081;R
ESXXXXXXXXXXXXXXXXXXXX;18/04/2023;10;0.11;R
ESXXXXXXXXXXXXXXXXXXXX;18/04/2023;11;0.098;R
ESXXXXXXXXXXXXXXXXXXXX;18/04/2023;12;0.039;R
ESXXXXXXXXXXXXXXXXXXXX;18/04/2023;13;0.181;R
ESXXXXXXXXXXXXXXXXXXXX;18/04/2023;14;0.117;R
ESXXXXXXXXXXXXXXXXXXXX;18/04/2023;15;0.186;R
ESXXXXXXXXXXXXXXXXXXXX;18/04/2023;16;0.23;R
ESXXXXXXXXXXXXXXXXXXXX;18/04/2023;17;0.213;R
ESXXXXXXXXXXXXXXXXXXXX;18/04/2023;18;0.345;R
ESXXXXXXXXXXXXXXXXXXXX;18/04/2023;19;0.066;R
ESXXXXXXXXXXXXXXXXXXXX;18/04/2023;20;0.363;R
ESXXXXXXXXXXXXXXXXXXXX;18/04/2023;21;0.022;R
ESXXXXXXXXXXXXXXXXXXXX;18/04/2023;22;0.378;R
ESXXXXXXXXXXXXXXXXXXXX;18/04/2023;23;0.424;R
ESXXXXXXXXXXXXXXXXXXXX;18/04/2023;24;0.204;R
ESXXXXXXXXXXXXXXXXXXXX;19/04/2023;1;0.029;R
ESXXXXXXXXXXXXXXXXXXXX;19/04/2023;2;0.46;R
ESXXXXXXXXXXXXXXXXXXXX;19/04/2023;3;0.246;R
ESXXXXXXXXXXXXXXXXXXXX;19/04/2023;4;0.03;R
ESXXXXXXXXXXXXXXXXXXXX;19/04/2023;5;0.163;R
ESXXXXXXXXXXXXXXXXXXXX;19/04/2023;6;0.172;R
ESXXXXXXXXXXXXXXXXXXXX;19/04/2023;7;0.193;R
ESXXXXXXXXXXXXXXXXXXXX;19/04/2023;8;0.419;R
ESXXXXXXXXXXXXXXXXXXXX;19/04/2023;9;0.34;R
ESXXXXXXXXXXXXXXXXXXXX;19/04/2023;10;0.11;R
ESXXXXXXXXXXXXXXXXXXXX;19/04/2023;11;0.285;R
ESXXXXXXXXXXXXXXXXXXXX;19/04/2023;12;0.202;R
ESXXXXXXXXXXXXXXXXXXXX;19/04/2023;13;0.191;R
ESXXXXXXXXXXXXXXXXXXXX;19/04/2023;14;0.168;R
ESXXXXXXXXXXXXXXXXXXXX;19/04/2023;15;0.082;R
ESXXXXXXXXXXXXXXXXXXXX;19/04/2023;16;0.425;R
ESXXXXXXXXXXXXXXXXXXXX;19/04/2023;17;0.07;R
ESXXXXXXXXXXXXXXXXXXXX;19/04/2023;18;0.236;R
ESXXXXXXXXXXXXXXXXXXXX;19/04/2023;19;0.042;R
ESXXXXXXXXXXXXXXXXXXXX;19/04/2023;20;0.45;R
ESXXXXXXXXXXXXXXXXXXXX;19/04/2023;21;0.46;R
ESXXXXXXXXXXXXXXXXXXXX;19/04/2023;22;0.201;R
ESXXXXXXXXXXXXXXXXXXXX;19/04/2023;23;0.301;R
ESXXXXXXXXXXXXXXXXXXXX;19/04/2023;24;0.483;R
ESXXXXXXXXXXXXXXXXXXXX;20/04/2023;1;0.139;R
ESXXXXXXXXXXXXXXXXXXXX;20/04/2023;2;0.405;R
ESXXXXXXXXXXXXXXXXXXXX;20/04/2023;3;0.425;R
ESXXXXXXXXXXXXXXXXXXXX;20/04/2023;4;0.16;R
ESXXXXXXXXXXXXXXXXXXXX;20/04/2023;5;0.127;R
ESXXXXXXXXXXXXXXXXXXXX;20/04/2023;6;0.288;R
ESXXXXXXXXXXXXXXXXXXXX;20/04/2023;7;0.456;R
ESXXXXXXXXXXXXXXXXXXXX;20/04/2023;8;0.123;R
ESXXXXXXXXXXXXXXXXXXXX;20/04/2023;9;0.148;R
ESXXXXXXXXXXXXXXXXXXXX;20/04/2023;10;0.041;R
ESXXXXXXXXXXXXXXXXXXXX;20/04/2023;11;0.048;R
ESXXXXXXXXXXXXXXXXXXXX;20/04/2023;12;0.318;R
ESXXXXXXXXXXXXXXXXXXXX;20/04/2023;13;0.482;R
ESXXXXXXXXXXXXXXXXXXXX;20/04/2023;14;0.352;R
ESXXXXXXXXXXXXXXXXXXXX;20/04/2023;15;0.373;R
ESXXXXXXXXXXXXXXXXXXXX;20/04/2023;16;0.442;R
ESXXXXXXXXXXXXXXXXXXXX;20/04/2023;17;0.05;R
ESXXXXXXXXXXXXXXXXXXXX;20/04/2023;18;0.096;R
ESXXXXXXXXXXXXXXXXXXXX;20/04/2023;19;0.136;R
ESXXXXXXXXXXXXXXXXXXXX;20/04/2023;20;0.484;R
ESXXXXXXXXXXXXXXXXXXXX;20/04/2023;21;0.12;R
ESXXXXXXXXXXXXXXXXXXXX;20/04/2023;22;0.343;R
ESXXXXXXXXXXXXXXXXXXXX;20/04/2023;23;0.07;R
ESXXXXXXXXXXXXXXXXXXXX;20/04/2023;24;0.319;R
ESXXXXXXXXXXXXXXXXXXXX;21/04/2023;1;0.242;R
ESXXXXXXXXXXXXXXXXXXXX;21/04/2023;2;0.269;R
ESXXXXXXXXXXXXXXXXXXXX;21/04/2023;3;0.42;R
ESXXXXXXXXXXXXXXXXXXXX;21/04/2023;4;0.307;R
ESXXXXXXXXXXXXXXXXXXXX;21/04/2023;5;0.435;R
ESXXXXXXXXXXXXXXXXXXXX;21/04/2023;6;0.359;R
ESXXXXXXXXXXXXXXXXXXXX;21/04/2023;7;0.075;R
ESXXXXXXXXXXXXXXXXXXXX;21/04/2023;8;0.048;R
ESXXXXXXXXXXXXXXXXXXXX;21/04/2023;9;0.083;R
ESXXXXXXXXXXXXXXXXXXXX;21/04/2023;10;0.16;R
ESXXXXXXXXXXXXXXXXXXXX;21/04/2023;11;0.091;R
ESXXXXXXXXXXXXXXXXXXXX;21/04/2023;12;0.386;R
ESXXXXXXXXXXXXXXXXXXXX;21/04/2023;13;0.367;R
ESXXXXXXXXXXXXXXXXXXXX;21/04/2023;14;0.499;R
ESXXXXXXXXXXXXXXXXXXXX;21/04/2023;15;0.467;R
ESXXXXXXXXXXXXXXXXXXXX;21/04/2023;16;0.402;R
ESXXXXXXXXXXXXXXXXXXXX;21/04/2023;17;0.373;R
ESXXXXXXXXXXXXXXXXXXXX;21/04/2023;18;0.283;R
ESXXXXXXXXXXXXXXXXXXXX;21/04/2023;19;0.385;R
ESXXXXXXXXXXXXXXXXXXXX;21/04/2023;20;0.109;R
ESXXXXXXXXXXXXXXXXXXXX;21/04/2023;21;0.421;R
ESXXXXXXXXXXXXXXXXXXXX;21/04/2023;22;0.294;R
ESXXXXXXXXXXXXXXXXXXXX;21/04/2023;23;0.395;R
ESXXXXXXXXXXXXXXXXXXXX;21/04/2023;24;0.053;R
ESXXXXXXXXXXXXXXXXXXXX;22/04/2023;1;0.487;R
ESXXXXXXXXXXXXXXXXXXXX;22/04/2023;2;0.089;R
ESXXXXXXXXXXXXXXXXXXXX;22/04/2023;3;0.448;R
ESXXXXXXXXXXXXXXXXXXXX;22/04/2023;4;0.353;R
ESXXXXXXXXXXXXXXXXXXXX;22/04/2023;5;0.407;R
ESXXXXXXXXXXXXXXXXXXXX;22/04/2023;6;0.178;R
ESXXXXXXXXXXXXXXXXXXXX;22/04/2023;7;0.095;R
ESXXXXXXXXXXXXXXXXXXXX;22/04/2023;8;0.142;R
ESXXXXXXXXXXXXXXXXXXXX;22/04/2023;9;0.424;R
ESXXXXXXXXXXXXXXXXXXXX;22/04/2023;10;0.146;R
ESXXXXXXXXXXXXXXXXXXXX;22/04/2023;11;0.168;R
ESXXXXXXXXXXXXXXXXXXXX;22/04/2023;12;0.273;R
ESXXXXXXXXXXXXXXXXXXXX;22/04/2023;13;0.292;R
ESXXXXXXXXXXXXXXXXXXXX;22/04/2023;14;0.209;R
ESXXXXXXXXXXXXXXXXXXXX;22/04/2023;15;0.346;R
ESXXXXXXXXXXXXXXXXXXXX;22/04/2023;16;0.334;R
ESXXXXXXXXXXXXXXXXXXXX;22/04/2023;17;0.139;R
ESXXXXXXXXXXXXXXXXXXXX;22/04/2023;18;0.408;R
ESXXXXXXXXXXXXXXXXXXXX;22/04/2023;19;0.302;R
ESXXXXXXXXXXXXXXXXXXXX;22/04/2023;20;0.386;R
ESXXXXXXXXXXXXXXXXXXXX;22/04/2023;21;0.276;R
ESXXXXXXXXXXXXXXXXXXXX;22/04/2023;22;0.062;R
ESXXXXXXXXXXXXXXXXXXXX;22/04/2023;23;0.301;R
ESXXXXXXXXXXXXXXXXXXXX;22/04/2023;24;0.205;R
ESXXXXXXXXXXXXXXXXXXXX;23/04/2023;1;0.208;R
ESXXXXXXXXXXXXXXXXXXXX;23/04/2023;2;0.218;R
ESXXXXXXXXXXXXXXXXXXXX;23/04/2023;3;0.033;R
ESXXXXXXXXXXXXXXXXXXXX;23/04/2023;4;0.302;R
ESXXXXXXXXXXXXXXXXXXXX;23/04/2023;5;0.39;R
ESXXXXXXXXXXXXXXXXXXXX;23/04/2023;6;0.121;R
ESXXXXXXXXXXXXXXXXXXXX;23/04/2023;7;0.497;R
ESXXXXXXXXXXXXXXXXXXXX;23/04/2023;8;0.446;R
ESXXXXXXXXXXXXXXXXXXXX;23/04/2023;9;0.069;R
ESXXXXXXXXXXXXXXXXXXXX;23/04/2023;10;0.025;R
ESXXXXXXXXXXXXXXXXXXXX;23/04/2023;11;0.401;R
ESXXXXXXXXXXXXXXXXXXXX;23/04/2023;12;0.411;R
ESXXXXXXXXXXXXXXXXXXXX;23/04/2023;13;0.104;R
ESXXXXXXXXXXXXXXXXXXXX;23/04/2023;14;0.345;R
ESXXXXXXXXXXXXXXXXXXXX;23/04/2023;15;0.118;R
ESXXXXXXXXXXXXXXXXXXXX;23/04/2023;16;0.125;R
ESXXXXXXXXXXXXXXXXXXXX;23/04/2023;17;0.408;R
ESXXXXXXXXXXXXXXXXXXXX;23/04/2023;18;0.184;R
ESXXXXXXXXXXXXXXXXXXXX;23/04/2023;19;0.068;R
ESXXXXXXXXXXXXXXXXXXXX;23/04/2023;20;0.167;R
ESXXXXXXXXXXXXXXXXXXXX;23/04/2023;21;0.235;R
ESXXXXXXXXXXXXXXXXXXXX;23/04/2023;22;0.177;R
ESXXXXXXXXXXXXXXXXXXXX;23/04/2023;23;0.306;R
ESXXXXXXXXXXXXXXXXXXXX;23/04/2023;24;0.193;R
ESXXXXXXXXXXXXXXXXXXXX;24/04/2023;1;0.424;R
ESXXXXXXXXXXXXXXXXXXXX;24/04/2023;2;0.216;R
ESXXXXXXXXXXXXXXXXXXXX;24/04/2023;3;0.445;R
ESXXXXXXXXXXXXXXXXXXXX;24/04/2023;4;0.34;R
ESXXXXXXXXXXXXXXXXXXXX;24/04/2023;5;0.46;R
ESXXXXXXXXXXXXXXXXXXXX;24/04/2023;6;0.109;R
ESXXXXXXXXXXXXXXXXXXXX;24/04/2023;7;0.121;R
ESXXXXXXXXXXXXXXXXXXXX;24/04/2023;8;0.352;R
ESXXXXXXXXXXXXXXXXXXXX;24/04/2023;9;0.493;R
ESXXXXXXXXXXXXXXXXXXXX;24/04/2023;10;0.429;R
ESXXXXXXXXXXXXXXXXXXXX;24/04/2023;11;0.315;R
ESXXXXXXXXXXXXXXXXXXXX;24/04/2023;12;0.286;R
ESXXXXXXXXXXXXXXXXXXXX;24/04/2023;13;0.431;R
ESXXXXXXXXXXXXXXXXXXXX;24/04/2023;14;0.063;R
ESXXXXXXXXXXXXXXXXXXXX;24/04/2023;15;0.141;R
ESXXXXXXXXXXXXXXXXXXXX;24/04/2023;16;0.172;R
ESXXXXXXXXXXXXXXXXXXXX;24/04/2023;17;0.152;R
ESXXXXXXXXXXXXXXXXXXXX;24/04/2023;18;0.367;R
ESXXXXXXXXXXXXXXXXXXXX;24/04/2023;19;0.356;R
ESXXXXXXXXXXXXXXXXXXXX;24/04/2023;20;0.379;R
ESXXXXXXXXXXXXXXXXXXXX;24/04/2023;21;0.077;R
ESXXXXXXXXXXXXXXXXXXXX;24/04/2023;22;0.032;R
ESXXXXXXXXXXXXXXXXXXXX;24/04/2023;23;0.079;R
ESXXXXXXXXXXXXXXXXXXXX;24/04/2023;24;0.208;R
ESXXXXXXXXXXXXXXXXXXXX;25/04/2023;1;0.074;R
ESXXXXXXXXXXXXXXXXXXXX;25/04/2023;2;0.193;R
ESXXXXXXXXXXXXXXXXXXXX;25/04/2023;3;0.097;R
ESXXXXXXXXXXXXXXXXXXXX;25/04/2023;4;0.366;R
ESXXXXXXXXXXXXXXXXXXXX;25/04/2023;5;0.33;R
ESXXXXXXXXXXXXXXXXXXXX;25/04/2023;6;0.342;R
ESXXXXXXXXXXXXXXXXXXXX;25/04/2023;7;0.101;R
ESXXXXXXXXXXXXXXXXXXXX;25/04/2023;8;0.306;R
ESXXXXXXXXXXXXXXXXXXXX;25/04/2023;9;0.113;R
ESXXXXXXXXXXXXXXXXXXXX;25/04/2023;10;0.477;R
ESXXXXXXXXXXXXXXXXXXXX;25/04/2023;11;0.408;R
ESXXXXXXXXXXXXXXXXXXXX;25/04/2023;12;0.153;R
ESXXXXXXXXXXXXXXXXXXXX;25/04/2023;13;0.352;R
ESXXXXXXXXXXXXXXXXXXXX;25/04/2023;14;0.477;R
ESXXXXXXXXXXXXXXXXXXXX;25/04/2023;15;0.327;R
ESXXXXXXXXXXXXXXXXXXXX;25/04/2023;16;0.281;R
ESXXXXXXXXXXXXXXXXXXXX;25/04/2023;17;0.289;R
ESXXXXXXXXXXXXXXXXXXXX;25/04/2023;18;0.293;R
ESXXXXXXXXXXXXXXXXXXXX;25/04/2023;19;0.073;R
ESXXXXXXXXXXXXXXXXXXXX;25/04/2023;20;0.1;R
ESXXXXXXXXXXXXXXXXXXXX;25/04/2023;21;0.343;R
ESXXXXXXXXXXXXXXXXXXXX;25/04/2023;22;0.254;R
ESXXXXXXXXXXXXXXXXXXXX;25/04/2023;23;0.452;R
ESXXXXXXXXXXXXXXXXXXXX;25/04/2023;24;0.343;R
ESXXXXXXXXXXXXXXXXXXXX;26/04/2023;1;0.187;R
ESXXXXXXXXXXXXXXXXXXXX;26/04/2023;2;0.069;R
ESXXXXXXXXXXXXXXXXXXXX;26/04/2023;3;0.452;R
ESXXXXXXXXXXXXXXXXXXXX;26/04/2023;4;0.248;R
ESXXXXXXXXXXXXXXXXXXXX;26/04/2023;5;0.439;R
ESXXXXXXXXXXXXXXXXXXXX;26/04/2023;6;0.464;R
ESXXXXXXXXXXXXXXXXXXXX;26/04/2023;7;0.309;R
ESXXXXXXXXXXXXXXXXXXXX;26/04/2023;8;0.439;R
ESXXXXXXXXXXXXXXXXXXXX;26/04/2023;9;0.262;R
ESXXXXXXXXXXXXXXXXXXXX;26/04/2023;10;0.158;R
ESXXXXXXXXXXXXXXXXXXXX;26/04/2023;11;0.134;R
ESXXXXXXXXXXXXXXXXXXXX;26/04/2023;12;0.246;R
ESXXXXXXXXXXXXXXXXXXXX;26/04/2023;13;0.112;R
ESXXXXXXXXXXXXXXXXXXXX;26/04/2023;14;0.189;R
ESXXXXXXXXXXXXXXXXXXXX;26/04/2023;15;0.474;R
ESXXXXXXXXXXXXXXXXXXXX;26/04/2023;16;0.267;R
ESXXXXXXXXXXXXXXXXXXXX;26/04/2023;17;0.325;R
ESXXXXXXXXXXXXXXXXXXXX;26/04/2023;18;0.158;R
ESXXXXXXXXXXXXXXXXXXXX;26/04/2023;19;0.116;R
ESXXXXXXXXXXXXXXXXXXXX;26/04/2023;20;0.137;R
ESXXXXXXXXXXXXXXXXXXXX;26/04/2023;21;0.029;R
ESXXXXXXXXXXXXXXXXXXXX;26/04/2023;22;0.344;R
ESXXXXXXXXXXXXXXXXXXXX;26/04/2023;23;0.349;R
ESXXXXXXXXXXXXXXXXXXXX;26/04/2023;24;0.044;R
ESXXXXXXXXXXXXXXXXXXXX;27/04/2023;1;0.155;R
ESXXXXXXXXXXXXXXXXXXXX;27/04/2023;2;0.147;R
ESXXXXXXXXXXXXXXXXXXXX;27/04/2023;3;0.237;R
ESXXXXXXXXXXXXXXXXXXXX;27/04/2023;4;0.26;R
ESXXXXXXXXXXXXXXXXXXXX;27/04/2023;5;0.176;R
ESXXXXXXXXXXXXXXXXXXXX;27/04/2023;6;0.177;R
ESXXXXXXXXXXXXXXXXXXXX;27/04/2023;7;0.052;R
ESXXXXXXXXXXXXXXXXXXXX;27/04/2023;8;0.36;R
ESXXXXXXXXXXXXXXXXXXXX;27/04/2023;9;0.28;R
ESXXXXXXXXXXXXXXXXXXXX;27/04/2023;10;0.373;R
ESXXXXXXXXXXXXXXXXXXXX;27/04/2023;11;0.257;R
ESXXXXXXXXXXXXXXXXXXXX;27/04/2023;12;0.234;R
ESXXXXXXXXXXXXXXXXXXXX;27/04/2023;13;0.437;R
ESXXXXXXXXXXXXXXXXXXXX;27/04/2023;14;0.237;R
ESXXXXXXXXXXXXXXXXXXXX;27/04/2023;15;0.376;R
ESXXXXXXXXXXXXXXXXXXXX;27/04/2023;16;0.437;R
ESXXXXXXXXXXXXXXXXXXXX;27/04/2023;17;0.343;R
ESXXXXXXXXXXXXXXXXXXXX;27/04/2023;18;0.043;R
ESXXXXXXXXXXXXXXXXXXXX;27/04/2023;19;0.175;R
ESXXXXXXXXXXXXXXXXXXXX;27/04/2023;20;0.08;R
ESXXXXXXXXXXXXXXXXXXXX;27/04/2023;21;0.464;R
ESXXXXXXXXXXXXXXXXXXXX;27/04/2023;22;0.263;R
ESXXXXXXXXXXXXXXXXXXXX;27/04/2023;23;0.092;R
ESXXXXXXXXXXXXXXXXXXXX;27/04/2023;24;0.259;R
ESXXXXXXXXXXXXXXXXXXXX;28/04/2023;1;0.446;R
ESXXXXXXXXXXXXXXXXXXXX;28/04/2023;2;0.151;R
ESXXXXXXXXXXXXXXXXXXXX;28/04/2023;3;0.092;R
ESXXXXXXXXXXXXXXXXXXXX;28/04/2023;4;0.242;R
ESXXXXXXXXXXXXXXXXXXXX;28/04/2023;5;0.067;R
ESXXXXXXXXXXXXXXXXXXXX;28/04/2023;6;0.262;R
ESXXXXXXXXXXXXXXXXXXXX;28/04/2023;7;0.234;R
ESXXXXXXXXXXXXXXXXXXXX;28/04/2023;8;0.363;R
ESXXXXXXXXXXXXXXXXXXXX;28/04/2023;9;0.32;R
ESXXXXXXXXXXXXXXXXXXXX;28/04/2023;10;0.15;R
ESXXXXXXXXXXXXXXXXXXXX;28/04/2023;11;0.125;R
ESXXXXXXXXXXXXXXXXXXXX;28/04/2023;12;0.265;R
ESXXXXXXXXXXXXXXXXXXXX;28/04/2023;13;0.447;R
ESXXXXXXXXXXXXXXXXXXXX;28/04/2023;14;0.496;R
ESXXXXXXXXXXXXXXXXXXXX;28/04/2023;15;0.087;R
ESXXXXXXXXXXXXXXXXXXXX;28/04/2023;16;0.427;R
ESXXXXXXXXXXXXXXXXXXXX;28/04/2023;17;0.288;R
ESXXXXXXXXXXXXXXXXXXXX;28/04/2023;18;0.277;R
ESXXXXXXXXXXXXXXXXXXXX;28/04/2023;19;0.378;R
ESXXXXXXXXXXXXXXXXXXXX;28/04/2023;20;0.124;R
ESXXXXXXXXXXXXXXXXXXXX;28/04/2023;21;0.17;R
ESXXXXXXXXXXXXXXXXXXXX;28/04/2023;22;0.175;R
ESXXXXXXXXXXXXXXXXXXXX;28/04/2023;23;0.172;R
ESXXXXXXXXXXXXXXXXXXXX;28/04/2023;24;0.155;R
ESXXXXXXXXXXXXXXXXXXXX;29/04/2023;1;0.098;R
ESXXXXXXXXXXXXXXXXXXXX;29/04/2023;2;0.083;R
ESXXXXXXXXXXXXXXXXXXXX;29/04/2023;3;0.174;R
ESXXXXXXXXXXXXXXXXXXXX;29/04/2023;4;0.344;R
ESXXXXXXXXXXXXXXXXXXXX;29/04/2023;5;0.295;R
ESXXXXXXXXXXXXXXXXXXXX;29/04/2023;6;0.358;R
ESXXXXXXXXXXXXXXXXXXXX;29/04/2023;7;0.465;R
ESXXXXXXXXXXXXXXXXXXXX;29/04/2023;8;0.495;R
ESXXXXXXXXXXXXXXXXXXXX;29/04/2023;9;0.432;R
ESXXXXXXXXXXXXXXXXXXXX;29/04/2023;10;0.432;R
ESXXXXXXXXXXXXXXXXXXXX;29/04/2023;11;0.198;R
ESXXXXXXXXXXXXXXXXXXXX;29/04/2023;12;0.137;R
ESXXXXXXXXXXXXXXXXXXXX;29/04/2023;13;0.402;R
ESXXXXXXXXXXXXXXXXXXXX;29/04/2023;14;0.234;R
ESXXXXXXXXXXXXXXXXXXXX;29/04/2023;15;0.025;R
ESXXXXXXXXXXXXXXXXXXXX;29/04/2023;16;0.237;R
ESXXXXXXXXXXXXXXXXXXXX;29/04/2023;17;0.476;R
ESXXXXXXXXXXXXXXXXXXXX;29/04/2023;18;0.247;R
ESXXXXXXXXXXXXXXXXXXXX;29/04/2023;19;0.324;R
ESXXXXXXXXXXXXXXXXXXXX;29/04/2023;20;0.493;R
ESXXXXXXXXXXXXXXXXXXXX;29/04/2023;21;0.237;R
ESXXXXXXXXXXXXXXXXXXXX;29/04/2023;22;0.159;R
ESXXXXXXXXXXXXXXXXXXXX;29/04/2023;23;0.458;R
ESXXXXXXXXXXXXXXXXXXXX;29/04/2023;24;0.369;R
ESXXXXXXXXXXXXXXXXXXXX;30/04/2023;1;0.361;R
ESXXXXXXXXXXXXXXXXXXXX;30/04/2023;2;0.499;R
ESXXXXXXXXXXXXXXXXXXXX;30/04/2023;3;0.389;R
ESXXXXXXXXXXXXXXXXXXXX;30/04/2023;4;0.156;R
ESXXXXXXXXXXXXXXXXXXXX;30/04/2023;5;0.118;R
ESXXXXXXXXXXXXXXXXXXXX;30/04/2023;6;0.211;R
